"id","price.avg","brand","colors","imageURLs"
"AVpfUwzNLJeJML437GHx",81,"Naot","","https://i5.walmartimages.com/asr/311beaa5-b270-4450-ae38-1a5f203b32af_1.bb1ec864cd7526e735d17abd1e95c6c5.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfZjiXLJeJML438jdd",81,"Volcom","","https://i5.walmartimages.com/asr/02aa6c6e-6b34-40b7-a8c6-407a7ceab31d_1.f2b9f10c8775177da37f5c54b6eb8b54.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpg78xk1cnluZ0-8L7z",81,"Amalfi By Rangoni","Orange","https://i5.walmartimages.com/asr/d32ab7cc-07e0-4fc2-b7f9-2623c62b98b8_1.f467df2d9a039025480ae4e6330e247c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpgAWU91cnluZ0-u5g4",81,"INC International Concepts","","https://i5.walmartimages.com/asr/b8e1ba21-ed47-4f37-87fc-684aad6f1208_1.9310d63291da9a88173a9a11b3c751fb.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVphYFJnLJeJML43aKe7",81,"Circus by Sam Edelman","Silver","https://i5.walmartimages.com/asr/a5ab31b4-b601-4ea6-90dd-8df5b555d157_1.f01a7444537e40d1b9d7e9978cc3d232.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpe_mzb1cnluZ0-biiL",80,"Nine West Vintage America Collection","Browns","http://i.ebayimg.com/images/g/wb4AAOSwvFZW78cu/s-l300.jpg,http://i.ebayimg.com/images/g/wb4AAOSwvFZW78cu/s-l64.jpg,http://i.ebayimg.com/images/g/4moAAOSwxp9W78cu/s-l64.jpg,http://i.ebayimg.com/images/g/8TYAAOSwu1VW78cu/s-l64.jpg,http://i.ebayimg.com/images/g/tjwAAOSwHxVW78cu/s-l64.jpg,http://i.ebayimg.com/images/g/wcsAAOSwvFZW78cv/s-l64.jpg,http://i.ebayimg.com/images/g/gHAAAOSwyjBW78cu/s-l64.jpg,http://i.ebayimg.com/images/g/iLsAAOSwoudW78cu/s-l64.jpg,http://i.ebayimg.com/images/g/3t0AAOSwMORW78cu/s-l64.jpg"
"AVpe-a1uilAPnD_xSK5_",80,"Hunter","Sunlight","https://i5.walmartimages.com/asr/180c7538-72cf-4fba-a431-5eaece08979a_1.e198b244ccd0328bd1bf293d1603cce5.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpe4BdtilAPnD_xPzY9",80,"Sporto","","https://i5.walmartimages.com/asr/ac67f072-d92e-43e8-b85f-7a5e4d92442e_1.35484eca06cab779826adc03b96dfb0c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpe4Q_c1cnluZ0-Y2cs",80,"Two Lips","Silver","https://i5.walmartimages.com/asr/bbd8d4af-7388-42ba-b5db-50107aae26b4_1.25c33cc893ebfbffd6d1302f95b29dd9.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpe4WnS1cnluZ0-Y4ut",80,"Michael Kors","Nude,Black,Luggage","https://i5.walmartimages.com/asr/119fea36-3cde-4ac7-9c15-90d840bce79e_1.812f5166d3d60f562e3d5fbc1ffb350f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpe6YEI1cnluZ0-ZqAM",80,"Vince Camuto","Nero","https://i5.walmartimages.com/asr/558f31d1-a969-44ff-beaa-5bc47dfd7e30_1.553dbce827a07e68e2389c431bb78296.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpe7zgkilAPnD_xROMx",80,"ELLIE SHOES","Fuschia","https://i5.walmartimages.com/asr/c2dd2829-ca5d-4930-8462-352193120907_1.8e8fff5c3d8d8dc25470ca625dade016.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpe8aoz1cnluZ0-aZY6",80,"Jessica Simpson","","https://i5.walmartimages.com/asr/8e98ea16-d40e-4f47-b1b0-99b85c1c4666_1.ad4d181eab4f24c0cbd1a76ca77d4df4.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpe8KpQLJeJML43yyM1",80,"Puma","",""
"AVpe9IVaLJeJML43zIvm",80,"Chinese Laundry","Blue  Multi,Brown  Multi","https://i5.walmartimages.com/asr/36ada8f7-94d6-40bf-9f04-8e627b61db7f_1.8b8e19e849033b0c69f3ec18600b50af.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpe9Z56LJeJML43zPJt",80,"Louise et Cie","",""
"AVpf_2e41cnluZ0-uw2d",80,"adidas","",""
"AVpf52DALJeJML43FwBd",80,"Brooks","Bluetint Pinkglow Peacoat","http://i.ebayimg.com/images/g/ruMAAOSwwo1Xdasm/s-l300.jpg"
"AVpfAE85ilAPnD_xSv8B",80,"Vionic","","https://i5.walmartimages.com/asr/6e770c6d-6217-486d-afbf-fee11938a07e_1.88980d2a527b792fdf5e71678397fca0.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfaQb1ilAPnD_xbSwV",80,"Nike","","https://i5.walmartimages.com/asr/87479b80-c904-4919-88ae-59a97481f1fb_2.216015a69e242e15b77d76ae47a08591.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfBHLpilAPnD_xTHfn",80,"Kenneth Cole Reaction","","https://i5.walmartimages.com/asr/3e4cda79-1e0c-4550-b701-4537823ff9f0_1.bc236c47d4b335abaf512deb9bf665d0.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfCB6x1cnluZ0-cZ3-",80,"Nine West","Beige","https://i5.walmartimages.com/asr/cd080c9a-7823-4808-9c6d-0a521a7b6571_1.682d0deb227d4bcaa470541e033bc5f6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfCr0xilAPnD_xTqrd",80,"BCBGeneration","",""
"AVpfDTaWilAPnD_xT3j4",80,"361","","https://i5.walmartimages.com/asr/afc001ca-c072-452e-971b-9e73883ec9d0_1.78bc4caaf236cb2f68e8ef519b351273.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfHJM6LJeJML432oKb",80,"BELLA VITA","",""
"AVpfj3OmLJeJML43_cKp",80,"Dr. Scholl's","Brown","https://i5.walmartimages.com/asr/4cca1616-ae86-4f0e-b9a4-338bba7a7006_1.65eef8698506ff2dc5ab2796474209a5.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfJ6cwLJeJML433js2",80,"Vionic","Green","https://i5.walmartimages.com/asr/40791a85-847f-4ad1-b9a0-37be98ff140d_1.1c5817040bbb5697d47fd59ba869d911.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfK32R1cnluZ0-fZc6",80,"Bearpaw","","https://i5.walmartimages.com/asr/9ce6afe2-d53e-43be-97cb-ff9af577428a_1.86ed59dbc3ebd995dc39ba483011b8c7.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfkS3tLJeJML43_kz9",80,"Steve Madden","",""
"AVpfL823ilAPnD_xWybk",80,"Joseph Griffin L.A. Collection","","https://i5.walmartimages.com/asr/c15fda54-91a2-42e1-90d0-8ad3eb47f2ce_1.85397b2d6ae117a0df5f6904d28336d8.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfMckBLJeJML434ZOT",80,"Michael Michael Kors","Gold","http://i.ebayimg.com/images/g/bT4AAOSwo6lWOVmO/s-l300.jpg"
"AVpfmILmLJeJML43AIeJ",80,"Sole Society","",""
"AVpfmmUfilAPnD_xe0xU",80,"Toe Warmers","","https://i5.walmartimages.com/asr/2d2ba0ac-5fe5-4349-9e04-19a57272061a_1.8194c35cfa4eb760ceb8d3f277124f94.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfn4V9ilAPnD_xfNi7",80,"Pleaser","Black","http://c.shld.net/rpx/i/s/pi/mp/10158673/prod_3597469732?src=https%3A%2F%2Fwww.pleaserusa.com%2Fpic%2Fkiss-3000-b.jpg&d=c44f73ea80455f672c9b45317837e43fc9ee02d3,http://c.shld.net/rpx/i/s/pi/mp/10158673/prod_3597470232?src=https%3A%2F%2Fwww.pleaserusa.com%2Fpic%2Fkiss-3000-b.jpg&d=4ec27c5656ef05687386c63991afb0999e8c1a0d"
"AVpfnRgwilAPnD_xfB46",80,"Sebago","","https://i5.walmartimages.com/asr/7fa6d4a2-e411-48bf-a7ee-94b8b3f12814_1.a35e97f697463429ceeffd127a45b551.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfohNyilAPnD_xfZ0K",80,"Feiyue.","",""
"AVpfPYl_1cnluZ0-g42y",80,"Brooks","Bluetint Pinkglow Peacoat","http://i.ebayimg.com/images/g/Q60AAOSwZ1BXda-z/s-l300.jpg"
"AVpfQ7i2LJeJML4353QG",80,"BCBGeneration","Dove Grey","https://i5.walmartimages.com/asr/2dfbcdd9-73b9-453a-a1ad-5683d846a753_1.6f793c4692bc263beea5b0f79e8cd864.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfqqBt1cnluZ0-pBQu",80,"SummitFashions","Pink","https://i5.walmartimages.com/asr/f0f5adfb-04ba-40b8-bbdf-879e38ce9dfb_1.e4930314e8b9ad9d5001c41d6814aa64.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfsJuJLJeJML43B7Ic",80,"Athena Alexander","",""
"AVpfUDW-LJeJML4363e_",80,"Calvin Klein","","https://i5.walmartimages.com/asr/ca6d2c39-fa18-4695-acc9-cf7a20a8d461_1.c78cf78dbed67f7775ce831acc86a85c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfumwE1cnluZ0-qMvn",80,"A2 By Aerosoles","","https://i5.walmartimages.com/asr/aca41890-6406-4a36-acb7-99d707600788_1.0444bd5633060c1c2274f4ec1802a6e6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfX6SKilAPnD_xan_Y",80,"BL","Red","http://c.shld.net/rpx/i/s/pi/mp/10138477/prod_6734815229?src=http%3A%2F%2Fi.ebayimg.com%2Fimages%2Fg%2F7a8AAOSwoBtW3JxC%2Fs-l1600.jpg&d=51b708214da7d2347a14322ac1dbb5c2f921dc3a"
"AVpfXYLlilAPnD_xadyj",80,"Very Fine Dance Shoes","Dark Tan Satin,Black Satin","http://ecx.images-amazon.com/images/I/41muGQ93ObL._SX395_QL70_.jpg,http://ecx.images-amazon.com/images/I/41muGQ93ObL._US40_.jpg"
"AVpfylhWLJeJML43DytH",80,"Transpack","Pink,Purple,White","https://i5.walmartimages.com/asr/a8b7e1ec-bafe-42fd-b80d-1fcb59c91d7e_1.ba2ff484e680ed5fd086a12f93618919.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfz9JnLJeJML43ELiL",80,"Acorn","","https://i5.walmartimages.com/asr/85694615-574f-4885-8d36-f86f3f6e0eb3_1.728891be3aefe33385d3185a6685fd08.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpgFrahilAPnD_xnRbI",80,"Bearpaw","","https://i5.walmartimages.com/asr/67fae702-7c54-481f-b4db-510c7cffb5b8_1.78f0b2350304d87360b76496df7f73e1.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,http://i5.walmartimages.com/dfw/dce07b8c-f072/k2-_5594b7f7-c16d-470c-8508-1ef7120c32ae.v1.jpg"
"AVpghJRR1cnluZ0-2k0w",80,"Bearpaw","","https://i5.walmartimages.com/asr/9ce6afe2-d53e-43be-97cb-ff9af577428a_1.86ed59dbc3ebd995dc39ba483011b8c7.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpgivqkLJeJML43PYGO",80,"NFL","Black","https://i5.walmartimages.com/asr/f79cb029-d5af-4e54-800c-717b5d6b4b32_1.1e34cdfa1053aad8a57ff7c5237002ff.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpgL6xyilAPnD_xou1V",80,"SARTO By Franco Sarto","",""
"AVpgn2s9LJeJML43Qhvi",80,"J. Renee","",""
"AVpgNGBILJeJML43KeeT",80,"Novica","Ivory","http://ak1.ostkcdn.com/images/products/7385772/Alpaca-Arequipa-Winter-Hoodie-Sweater-Peru-6162429d-56c8-4243-aabc-addab833bdfb_80.jpg"
"AVpgRCoD1cnluZ0-zAO0",80,"Sanuk","",""
"AVpgvLHo1cnluZ0-5uf-",80,"Sole Society","Beige","https://i5.walmartimages.com/asr/dd86e014-11b3-4813-8910-4cd9d337a9c4_1.6e9dfb7215cf3aaac7fe33eed0636b32.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpgvLrgilAPnD_xwr5V",80,"Zee Line","","http://c.shld.net/rpx/i/s/pi/mp/31094/prod_7757186815?src=http%3A%2F%2Fimages.bidlessnow.com%2Ffull%2FNTS%2FNTS-376.jpg&d=ca3035c28d9a91c381f7ad3624d6759f3295bfab"
"AVphFtIF1cnluZ0--LHn",80,"Shellys London","Blue","https://i5.walmartimages.com/asr/374a9da7-6aef-4903-8726-f052123da34c_1.db5cfd22f2be82b3327d67110041927d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVphqftxilAPnD_x7779",80,"SHELLYS LONDON","","http://i5.walmartimages.com/dfw/dce07b8c-6bde/k2-_3f1a7e85-cc47-4aaf-9041-2fe1d1bff8f0.v2.jpg"
"AVpiEknt1cnluZ0-JgxY",80,"ASICS","EmeraldSilver","http://i.ebayimg.com/images/g/qs0AAOSwJMhXEBci/s-l300.jpg"
"AVpiNILWLJeJML43jY6Y",80,"TOMS","","https://i5.walmartimages.com/asr/6c4402fb-7324-485a-8149-676bafb4549f_1.51ae2f94eddc2751cb1fdbbd8599a41c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpiYL3iLJeJML43lHIT",80,"Vince Camuto","",""
"AVpe-6wSLJeJML43zxtp",79,"MIA","",""
"AVpe-rIwLJeJML43zsTa",79,"","","https://images-na.ssl-images-amazon.com/images/I/41xWy9oiOlL._SY300_QL70_.jpg,https://images-na.ssl-images-amazon.com/images/I/41xWy9oiOlL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41LUspPZEQL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41uJbNi-9PL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51QEPAdYLPL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51aKQq4tp7L._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51gTLxBd4SL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51qOyUmYR2L._SS40_.jpg"
"AVpe4-Z4LJeJML43xm2m",79,"Kenneth Cole Reaction","Coral,Marine","https://i5.walmartimages.com/asr/578ec226-c1da-4d09-bac0-c66fa02d2f97_1.a982d78fe701b7c16ddfc5a975b3a78f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpe5U7d1cnluZ0-ZQ2p",79,"BCBGeneration","","https://i5.walmartimages.com/asr/105b72b6-be89-45c4-a14f-f3bad251d82a_1.f7433403e9b762fb6d742952372991a5.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpe5UHU1cnluZ0-ZQh6",79,"","","https://images-na.ssl-images-amazon.com/images/I/41xWy9oiOlL._SY300_QL70_.jpg,https://images-na.ssl-images-amazon.com/images/I/41xWy9oiOlL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41LUspPZEQL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41uJbNi-9PL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51QEPAdYLPL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51aKQq4tp7L._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51gTLxBd4SL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51qOyUmYR2L._SS40_.jpg"
"AVpe6QpyLJeJML43yF1i",79,"Elites by Walking Cradles","Multicolor","https://i5.walmartimages.com/asr/cbff357d-a4df-47b7-9c27-20f5bf2f30fe_1.aff2301ffc019e25e8c679462c752c62.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpe7V6BilAPnD_xRDta",79,"Propet","","https://i5.walmartimages.com/asr/5c9acf64-477a-454e-bab9-e5909f1943e6_1.dd319ce2d372aaa143c2bf9816fd17f3.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpf2U09LJeJML43E22R",79,"MIA","",""
"AVpf8a97ilAPnD_xk5R6",79,"Mark Lemp By Walking Cradles","Gray","https://i5.walmartimages.com/asr/8652edfc-37a7-4637-82b6-f2e260824cc6_1.d44f40855fcd65e8b141adbc33f31131.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfCkpz1cnluZ0-clze",79,"Michael Kors","Luggage","http://i.ebayimg.com/images/g/kzIAAOSwYlJW2y0f/s-l300.jpg,http://i.ebayimg.com/images/g/kzIAAOSwYlJW2y0f/s-l64.jpg,http://i.ebayimg.com/images/g/OhwAAOSwv9hW2y0o/s-l64.jpg,http://i.ebayimg.com/images/g/W9oAAOSwAuNW2y0c/s-l64.jpg,http://i.ebayimg.com/images/g/gKMAAOSwmmxW2y0h/s-l64.jpg,http://i.ebayimg.com/images/g/gOcAAOSwmmxW2y0j/s-l64.jpg,http://i.ebayimg.com/images/g/f~sAAOSwr7ZW2y0l/s-l64.jpg,http://i.ebayimg.com/images/g/W1sAAOSwAuNW2y0Y/s-l64.jpg,http://i.ebayimg.com/images/g/ggkAAOSwmmxW2y0r/s-l64.jpg,http://i.ebayimg.com/images/g/gPsAAOSwr7ZW2y0u/s-l64.jpg,http://i.ebayimg.com/images/g/O0wAAOSwv9hW2y0x/s-l64.jpg"
"AVpfE_x_LJeJML4315nh",79,"Skechers","Blacks","http://www.homedepot.com/catalog/productImages/300/fa/faa4edea-0341-484d-bd6d-732b28b69a91_300.jpg,http://ecx.images-amazon.com/images/I/41wHNNbppmL._US40_.jpg,http://ecx.images-amazon.com/images/I/41Afa83B2NL._US40_.jpg,http://ecx.images-amazon.com/images/I/51jF-QXRcHL._US40_.jpg,http://ecx.images-amazon.com/images/I/41QUxQ8VS1L._US40_.jpg,http://ecx.images-amazon.com/images/I/41hl0fLCPRL._US40_.jpg,http://ecx.images-amazon.com/images/I/41QUxQ8VS1L._SX395_QL70_.jpg,http://ecx.images-amazon.com/images/I/41TrRVQATUL._US40_.jpg,http://ecx.images-amazon.com/images/I/410ixrcWdSL._US40_.jpg"
"AVpfeTcZilAPnD_xcXM_",79,"Ugg Australia","","https://i5.walmartimages.com/asr/1234765e-06b3-4cee-81d0-4feed878aae2_1.9cd4f54bd932dea00b2137b8a262714b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfHv1-1cnluZ0-eWnW",79,"Bar III","","https://i5.walmartimages.com/asr/acc23804-0f27-4da0-9721-56d1fc4fdc08_1.efdd3b2ffb060cc6e1da3f8c174709c3.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfiFdx1cnluZ0-mbwk",79,"Charles By Charles David","Silver","https://i5.walmartimages.com/asr/ae2f0d30-0435-47df-b932-56b774da34ce_1.a2e3b39dcef7605df29d4f1570fcad16.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfja5ULJeJML43_TOX",79,"VivoBarefoot","","https://i5.walmartimages.com/asr/9cf860c5-b402-4be9-bf37-95bda640fcea_1.3dde28f28ca562c2365dc38fef2e9cef.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfLmiNLJeJML434HVp",79,"Novica","Off-White",""
"AVpfMUhTLJeJML434WiY",79,"Ralph Lauren","Polo Tan","http://www.ralphlauren.com/graphics/product_images/pPOLO2-23354182_standard_v330.jpg"
"AVpfncwBLJeJML43AiXx",79,"Ralph Lauren","Blue,Black","http://www.ralphlauren.com/graphics/product_images/pPOLO2-23569915_standard_v330.jpg"
"AVpfnqAWLJeJML43AmWi",79,"Tory Burch","Black","http://i.ebayimg.com/images/g/c84AAOSw2GlXIjJ5/s-l300.jpg"
"AVpfPpVSilAPnD_xX_sC",79,"French Connection","Gray","https://i5.walmartimages.com/asr/966ab318-3e17-4bad-a61f-8cce38f8ba7e_1.6d025f010b757c5ca0076a030ac10faf.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfPvBtilAPnD_xYBZl",79,"Bearpaw","Grey Ii,Gray Ii,Hickory Ii","https://i5.walmartimages.com/asr/46d5ac4f-64fa-41bf-a02b-fe27f39a3686_1.3b89dc67eb85afed243c52fcc0b6512c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfS3g9LJeJML436ekz",79,"INC International Concepts","Black","http://c.shld.net/rpx/i/s/pi/mp/26509/prod_7438469015?src=http%3A%2F%2Fi.shoeluv.com%2Fmedia%2F7YEXrle4QqasrKkR1Ay9i99eNmHKbhCl-14.jpg&d=679702f1127dbe6a7e222cc02364dc503618579c,http://c.shld.net/rpx/i/s/pi/mp/26509/prod_7068261915?src=http%3A%2F%2Fi.shoeluv.com%2Fmedia%2FBCrYBfeBFkFRMdoRDdGrfKsIHXoRv4gA-14.jpg&d=6522fddf494630215aa1beb1bd6609b6194f38b9,http://c.shld.net/rpx/i/s/pi/mp/26509/prod_7438469215?src=http%3A%2F%2Fi.shoeluv.com%2Fmedia%2FIH8CbOwMdskg8Y2NiRDanxgj65QSp8OX-14.jpg&d=26124e254a7c0e4957ea11c19f943659b1f4a7a7,http://c.shld.net/rpx/i/s/pi/mp/26509/prod_7068261315?src=http%3A%2F%2Fi.shoeluv.com%2Fmedia%2F8oJInb7NcXhTPuoGImh0TrdbDJ79hacH-14.jpg&d=0ab76048609f9ce56badede5aca7fdb81d1dbe62,http://c.shld.net/rpx/i/s/pi/mp/26509/prod_7438469115?src=http%3A%2F%2Fi.shoeluv.com%2Fmedia%2F8LV8zpfCxECWVa31gxjdLA5cvdVuBMGa-14.jpg&d=a4eac2cf81f137cf620faf0c049e3883a9744459"
"AVpfsX8T1cnluZ0-ph5W",79,"Clarisse","Silver,Gold","http://c.shld.net/rpx/i/s/pi/mp/19883/prod_5143990408?src=http%3A%2F%2Famazon.promgirl.net%2Fjuliasilverb.jpg&d=486c78d279acaa015305f0bd10379ee1455bcc2b,http://c.shld.net/rpx/i/s/pi/mp/19883/prod_5143990708?src=http%3A%2F%2Famazon.promgirl.net%2Fjuliasilver.jpg&d=6d0b2d35e14584b8cd3a39549eb423e65b40d649"
"AVpfWHpJ1cnluZ0-jEWN",79,"SummitFashions","","https://i5.walmartimages.com/asr/a91c5130-eb67-4531-b8f7-34607bf788f6_1.b3e3e1c4b3a8b0d7debb5a1f5a527ab3.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpgBSzYilAPnD_xmItv",79,"Soludos","",""
"AVpgFucwLJeJML43Iv-H",79,"Corso Como","",""
"AVpghAAD1cnluZ0-2ilL",79,"Michael Kors","","https://i5.walmartimages.com/asr/8281ee77-f7ae-40d5-b7c8-8922db6b0612_1.59b82d46e05a819709c3c183366bdedc.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpglQrYLJeJML43P8rm",79,"Nina","","http://c.shld.net/rpx/i/s/pi/mp/26509/prod_6806590115?src=http%3A%2F%2Fi.shoeluv.com%2Fmedia%2FqTAKbBHYtKqM8i9bhXwvH7wTpUYiz1AL-14.jpg&d=de5eefd4c78dc3b4e8f70d1cb60264882266a520,http://c.shld.net/rpx/i/s/pi/mp/26509/prod_6806589915?src=http%3A%2F%2Fi.shoeluv.com%2Fmedia%2FQ6DIiHeqo4NVq2zk9z5JMmXWslVaXLm7-14.jpg&d=efb7d9357887edd1f4124ae4a760f14febc690c0,http://c.shld.net/rpx/i/s/pi/mp/26509/prod_5631377215?src=http%3A%2F%2Fi.shoeluv.com%2Fmedia%2FVNHucszAG7mYGUvRV8wglg92Yu4RAXYU-14.jpg&d=5103dd1a238180fd0e24a2cc63caeba7e8ef8e1a,http://c.shld.net/rpx/i/s/pi/mp/26509/prod_206245114?src=http%3A%2F%2Fi.shoeluv.com%2Fmedia%2F9PkpzMFkrBzOD5Qd5cF1QUi7hD8JCy8E-14.jpg&d=bec0f69aa87e9f3b2837cc3991af840a0943a989,http://c.shld.net/rpx/i/s/pi/mp/26509/prod_6806590015?src=http%3A%2F%2Fi.shoeluv.com%2Fmedia%2FgByY3ZgBwPHgc68j8gM0YgXeIG6cjpW5-14.jpg&d=cb10266ebdf97d6100aa66aeafdca1c68155dc10"
"AVpgprmFLJeJML43Q8_0",79,"Jessica Simpson","",""
"AVpgtSyGLJeJML43Rw4y",79,"Sperry","","https://i5.walmartimages.com/asr/97e2c0cf-fc5f-4a65-9b1b-d199b98863ae_1.b0fa46fe78eaa33fd2ebcaec91341354.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVphK1yA1cnluZ0-_M_Z",79,"Adidas","","http://ak1.ostkcdn.com/images/products/11526436/Adidas-Adipower-Sport-Boost-Golf-Shoes-Ladies-CLOSEOUT-Grey-White-Red-Orange-bb6bce30-a20b-42d7-9828-4242a18967ae_80.jpg"
"AVpi0pcoilAPnD_xH2vd",79,"Nike","Blue","https://i5.walmartimages.com/asr/91177bdb-20c0-48e7-af86-756e1dfb9095_1.00ec7a5c6a05d13d17be1d4377aa0299.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpi35IJ1cnluZ0-RZgf",79,"Tommy Hilfiger","","https://i5.walmartimages.com/asr/332046cf-ad4e-415b-ba79-52246d2f241f_1.2ebd050d4ebe1a47df1a8417efcbcfbf.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpiLbAcLJeJML43jHHJ",79,"Nike","","https://i5.walmartimages.com/asr/f4732760-115d-4d7e-a399-ff15b4576aad_1.853a6b61f276e6dfa2f91890d51a400d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpjRkKHLJeJML43teqK",79,"Easy Spirit","","https://i5.walmartimages.com/asr/a19cd329-b17e-43f1-acb7-f67cf672c3ea_1.c7721efcce81e13a6b9cbf184a7fd0fa.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVsUty5IU2_QcyX9Pami",79,"Mizuno","Blue,Pink",""
"AVsUx0dwQMlgsOJE7H0Y",79,"Indian Selections","Red",""
"AVpe5HneLJeJML43xqYb",78,"Pelle Moda","Silver","https://i5.walmartimages.com/asr/b45ea6c8-d2b5-4e95-ba8c-a6655a380ae7_1.f600352c0f94d98b0c89cf575901b333.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpe72bj1cnluZ0-aMbS",78,"M&F Western","Wood","https://i5.walmartimages.com/asr/eb13c743-aa18-41c2-b557-7a822915c656_1.72b359e62150a80925fc426e42d0a691.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpf2kQDLJeJML43E7CR",78,"Calvin Klein","","https://i5.walmartimages.com/asr/a660b0e4-9987-4211-847c-1cb600991754_1.e202382b3edf8f05a9b09c261a8c1b9d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpf3R3hLJeJML43FGpA",78,"Ralph Lauren","","https://i5.walmartimages.com/asr/b2666756-262d-48cf-b11c-5af8c5835f85_1.495b2a0055843d4ed868b1b410b0f5ae.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
